id;annee;hour;country; city;lat;Long;compagnie;lat_depart;lon_depart;lat_arrivee;lon_arrivee;plane_model;passagers;dead;story
564;01/01/1985;3;États-Unis;Érié;42.129561;-80.085214;Air Ohio;38.25;-85.766667;41.482222;-81.669722;Aerostar 601;2;2;During a normal IFR cruise flight, the pilot of air Ohio flight 21, did not respond to ATC instructions. Air Ohio flight 21 continued for 40 minutes with no reply and without deviation in altitude or heading until the discrete target disappeared from radar over Lake Erie. The pilot had not slept for approximately 30 hours prior to the loss of communication response.
565;01/01/1946;2;Irlande;Shannon;52.713731;-8.868628;Trans Continental and Western Air;35.304718;-118.43734;52.713731;-8.868628;Lockheed 049 Consellation;23;13;Crashed 1 mile from the airport on an island situated on the Fergus River. Inaccurate altimeter reading caused by the reversal of the primary and statisource lines which resulted in the pilot making his approach at too low an altitude. Also, restriction of vision from the cockpit because of fogging of an unheated windshield.
566;01/01/1999;9;Portugal;Caldas de São Jorge;40.966667;-8.5;SATA;37.7364354;-25.6726553;38.579444;-28.716389;British Aerospace APT;35;35;The plane crashed 30 minutes after leaving Ponta Delgada, Sao Miguel Island bound for Horta, Faial Island in the Azores. The plane lost contact with the Horta control tower 10 minutes before it was scheduled to land. Witnesses said the plane was flying very low before they saw the plane crash into Mount Esperanca on the island of Sao Jorge.
567;01/01/1973;11;Espagne;La Corogne;43.365;-8.41;Aviaco;40.4166909;-3.7003454;43.365;-8.41;Sud-Aviation Caravelle 10-R;85;85;The aircraft experienced two missing landing attempts. On the third try, the crew tried to descent below minimum safe altitude to make visual contact with the ground. The right wing clipped trees and the aircraft crashed about 2 m from the runway. Attempting to land in meteorological conditions that were below minima.
568;01/01/1954;23;États-Unis;Pittsburgh;40.442168;-79.994957;Johnson Flying Service;40.72422;-74.172574;47.241389;-122.459444;Douglas DC-3;28;10;Ditched into the Monongahela River after running out of fuel. Inadequate flight planning. Contributing factors were inadequate crew supervision and training.
569;01/01/1956;19;États-Unis;Pittsburgh;40.442168;-79.994957;Trans World Airlines;40.4421676;-79.9949573;40.72422;-74.172574;Martin 404;36;22;The aircraft yawed to the left and crashed shortly after takeoff after a fire warning occurred on the No.1 engine. The cause of the fire warning was a failed exhaust connector clamp in the left engine, which triggered an adjacent fire detecting unit. A windmilling left propeller, the extended landing gear, and the takeoff flaps produced sufficient drag to make the airplane lose altitude and strike the ground. An uncoordinated emergency action in a very short time available to the crew, which produced an aircraft configuration with insurmountable drag.
570;01/01/2001;13;États-Unis;Pittsburgh;40.442168;-79.994957;Universal Jet Aviation;40.4421676;-79.9949573;26.368611;-80.1;Learjet 25B;2;2;The cargo plane was not able to gain altitude, veered off the runway and crashed. The (undetermined) pilot-at-the-controls' early, and over rotation of the airplane's nose during the takeoff attempt, and his failure to maintain directional control. Also causal, was the captain's inadequate remedial action, both during the takeoff attempt and after the airplane departed the runway.
571;01/01/1945;16;États-Unis;Morgantown;39.629757;-79.955946;Pennsylvania Central Airlines;40.4421676;-79.9949573;39.629757;-79.955946;Douglas DC-3;20;20;The aircraft crashed against the slope of Cheat Mountain at 2,100 ft., 7 miles east northeast of Morgantown. The action of the pilot in continuing flight over mountainous terrain under instrument conditions, below the minimum authorized instrument altitude.
572;01/01/1983;15;Équateur;Guayaquil;-2.183333;-79.883333;SAN Ecuador;-2.183333;-79.883333;-0.214945;-78.5132;Sud Aviation SE-210 Caravelle VIR;100;8;One of the aircraft's engines failed shortly after takeoff and the plane landed heavily on muddy ground and broke in three.
573;01/01/1971;13;États-Unis;Hot Springs;37.99157;-79.833179;Alpena Flying Service;42.3329407;-83.0478365;37.9915698;-79.8331794;Swearingen SA26AT;6;6;The pilot descended below minima on a third attempt at landing with no glideslope approach and hit the ground 150 feet short and right of the runway. Improper IFR operation.
574;01/01/1945;2;Italie;Florence;34.183889;-79.774167;Eastern Air Lines;25.775084;-80.194702;40.7130466;-74.0072301;Douglas DC-3;22;22;Fire was discovered on board the aircraft after having passed Florence. The fire originated in the general area of the right side of the rear cargo compartment and lavatory. The aircraft descended to a lower altitude while returning to Florence, struck two large trees and crashed. A fire of undetermined origin in the rear cargo compartment or lavatory which resulted in the inability of the pilot to maintain altitude long enough to effect an emergency landing.
575;01/01/1936;10;États-Unis;Uniontown;39.9;-79.724444;Trans Continental and Western Air;40.72422;-74.172574;34.052238;-118.243344;Douglas DC-2-112;15;13;Crashed into Chestnut Ridge in fog. The poor judgment on the part of the pilot for flying by visual ground observation methods after having descended through the clouds and overcast in mountainous terrain at a point unknown to him. Because of clouds and poor visibility, this required flying close to the ground whereas the safest method under such circumstances was to climb into or above the overcast to a safe altitude and determine the location of the plane by instruments and radio.
576;01/01/1984;1;États-Unis;Monroe;39.844243;-79.616709;Zantop International Airlines;39.283333;-76.616667;42.3329407;-83.0478365;Lockheed L-188AF Electra;4;4;The cargo aircraft's entry into an unusual attitude and the inability of the flight crew to analyze the flight condition before there was a complete loss of control. Although the precise reason for the loss of control was not identified, an undetermined failure of a component in the No.2 vertical gyro system, perhaps involving the amplifier and associated circuitry, probably contributed to the cause of the accident by incorrectly processing data to the co-pilot's approach horizon. The inflight structural failure of the aircraft was due to overload.
577;01/01/1977;19;États-Unis;Pinehurst;35.196111;-79.464167;Resort Air Service;35.2237867;-80.8411413;35.196111;-79.464167;Beechcraft 58;2;2;Hit trees short of the runway while on final approach in rain and fog. Aircraft observed flying low 3 miles from airport.
578;01/01/2005;16;Canada;Toronto;43.651893;-79.381713;Air France;48.856895;2.3508487;43.6518927;-79.381713;Airbus A-340;309;0;The plane landed almost half-way down Runway 24, overran the runway, broke in two and caught fire. There was severe thunderstorms at the time of the landing with rain, lightning and hail. All 309 aboard escaped. There were 43 injuries. The pilot landed the plane too far down the rain-slick runway making it virtually impossible to stop the plane before it ran off the runway. In addition, the reverse thrust was not employed until 17 seconds after the wheels touched down.
579;01/01/1970;8;Canada;Toronto;43.651893;-79.381713;Air Canada;45.509062;-73.553363;43.6518927;-79.381713;McDonnell Douglas DC-8-63;109;109;While attempting to land at Toronto, at approximately 60 feet above the runway, the spoilers were inadvertently deployed causing the aircraft to fall to the runway and lose the No. 4 engine. With the wing on fire, the captain decided to go-around but while circling the plane lost the No. 3 engine and eventually went into a seep dive and crashed. Inadvertent deployment of the spoilers by the first officer while the aircraft was still in the air. Faulty design by allowing the spoiler handle to perform two different unrelated tasks (lift to arm and pull to deploy). After the crash McDonnell Douglas denied there was any design flaw and the FAA decided to issue an Airworthiness Directive requiring a warning placard on all DC8s. After two and possibly three more crashed with the same cause an AD was issued requiring a safety lock be installed.
580;01/01/1978;8;Canada;Toronto;43.651893;-79.381713;Air Canada;43.6518927;-79.381713;49.899444;-97.139167;McDonnell Douglas DC-9-32;107;2;The aircraft overran the runway and crashed into a revine after an aborted takeoff due to a blown tire. The No. 3 tire failed on takeoff and debris damaged the right gear 'down and locked' switch, causing a gear unsafe indication in the cockpit. Debris was also ingested by the No. 2 engine causing a loss of reverse thrust during the rejected takeoff.
581;01/01/1998;22;Canada;Toronto;43.651893;-79.381713;Ariana Afghan Airlines;31.616667;65.716667;36.324279;-91.71506;Antonov AN-12BP;51;51;The aircraft was on a flight from Kandahar to Herat but was forced to return to Kandahar because of poor weather when it crashed into a mountain 70 miles north of Quetta in Khojak Pass. The last message from the pilot was 'we are running low on fuel.' Crashed due to fuel starvation.
582;01/01/1976;7;Équateur;Loja;-3.987256;-79.205202;TAME;-3.987256;-79.2052015;-2.183333;-79.883333;Hawker Siddeley HS-748-246;42;34;The aircraft lost altitude and the right wing struck trees as the plane crashed in the Chillacocha mountain range at 9.000 ft. while en route.
583;01/01/1985;21;États-Unis;Homer City;40.539722;-79.159167;Mountain Air Cargo;40.791389;-77.858611;40.4421676;-79.9949573;de Havilland Canada DHC-6 Twin Otter 200;1;1;The cargo plane struck high ground while en route. Pilot error. Altitude not maintained. Improper clearance.
584;01/01/2006;11;Équateur;Cuenca;-2.888729;-78.998382;ATESA;-2.8887294;-78.9983816;-2.366667;-78.133333;Cessna 208B Grand Caravan;14;5;The plane lost altitude shortly after taking off and crashed into a building.
585;01/01/1983;7;Équateur;Cuenca;-2.888729;-78.998382;TAME;-0.214945;-78.5132;-2.8887294;-78.9983816;Boeing B-737-2V2;119;119;The jetliner scraped a mountian peak, exploded in flames and slid down a ravine coming to rest at the foot of a mountain. The plane was attempting to land in the Andean city of Cuenca. Under-qualification of pilot.
586;01/01/1974;18;États-Unis;Johnstown;40.322778;-78.920833;Air East;40.4421676;-79.9949573;40.322778;-78.920833;Beechcraft 99A;17;12;Crashed short of the runway. Failed to maintain flying speed. Improper IFR operation. Premature descent below safe approach slope for reasons undetermined.
587;01/01/1959;23;États-Unis;Buffalo;42.887691;-78.879374;Braniff Airlines;29.762778;-95.383056;32.775833;-96.796667;Lockheed 188A Electra;34;34;In-flight separation of the left wing resulted in the aircraft crashing 3 miles southeast of Buffalo, Texas. A design flaw caused an oscillation known as mode to transfer propeller wobble to the outboard nacelles which induced flutter in the wing which led to the separation of the wing. One of two accidents with the same cause. See 3/17/1960.
588;01/01/1997;7;Panama;Rio Sidra;9.45139;-78.83333;Parsa;8.9673;-79.5339;9.45139;-78.83333;Britten Norman BN-2A Trislander;10;10;Crashed into dense jungle, 4 miles short of its destination in heavy fog.
589;01/01/1994;18;États-Unis;Morrisville;35.819643;-78.823019;American Eagle;36.08;-79.819444;35.780556;-78.638889;British Aerospace Jetstream 3201;20;15;The aircraft crashed 4 miles SW of runway 5L while on an ILS approach. The captain associated the illumination of the left engine ignition light with an engine failure, suspected an engine flame out and decided to execute a missed approach. This eventually led to a stall and the plane crashed 4 miles SW of the runway threshold. The captain's improper assumption that an engine had failed. The captain's subsequent failure to follow approved procedures for engine failure, single-engine approach, go-around, and stall recovery. Contributing to the cause of the accident was the failure of American Eagle management to identify, document, monitor and remedy deficiencies in pilot performance and training.
590;01/01/1988;21;États-Unis;Cary;35.778889;-78.800278;AV Air / American Eagle;35.780556;-78.638889;37.540759;-77.433932;Swearingen SA227-AC;12;12;The plane crashed into a reservoir shortly after taking off in low visibility and ceiling. The failure of the flight crew to maintain a proper flight path because of the first officer's inappropriate instrument scan, the captain's inadequate monitoring of the flight, and the flight and the flight crew's response to a perceived fault in the airplane's stall avoidance system.
591;01/01/1951;22;États-Unis;Little Valley;42.249444;-78.799722;Continental Charters;40.4421676;-79.9949573;42.887691;-78.879374;Curtiss C-46A-50-CU;40;26;Proceding at a low altitude to maintain reference with the ground, the plane drifted off course and crashed into a hill 15 miles east of the direct route. Flying VFR under IFR condtions. The captain's poor judgement in attempting a flight by visual reference during instrument weather conditions.
592;01/01/1978;20;États-Unis;Comté de Dubois;41.120278;-78.761944;Henry Webber Air;41.120278;-78.761944;40.039401;-76.307078;Aerostar 601P;2;2;Crashed after engine failure on climb to cruise. Fuel starvation. Ice in fuel. Improper emergency procedures.
593;01/01/2000;0;États-Unis;Raleigh;35.780556;-78.638889;Win Win Aviation;41.769041;-88.64101;36.099177;-78.294776;de Havilland Canada DHC-6 Twin Otter 200;3;1;The plane, on a positioning flight crashed into rugged woods during an approach to land. The pilot's continued VFR flight into IMC conditions, by failing to maintain altitude, and descending from VFR conditions into IMC, which resulted in him subsequently impacting with trees. Factors in this accident were: reduced visibility due to dark night and fog. An additional factor was the pilot was not certified for instrument flight.
594;01/01/1971;13;États-Unis;Raleigh;35.780556;-78.638889;Eastern Air Lines;25.775084;-80.194702;35.780556;-78.638889;Douglas DC-9-31 /Cessna 206;29;2;Midair collision. The DC-9 descended onto the Cessna. Two killed aboard the Cessna. The DC-9 landed with no one aboard injured. Inadequacy of ATC facilities and services in the terminal area.
595;01/01/2009;22;États-Unis;Clarence Center;43.011111;-78.634722;Continental Connection/Colgan Air;40.72422;-74.172574;42.887691;-78.879374;Bombardier DHC-8-402 Q400;49;49;The commuter plane crashed while attemptiong to land in rain and sleet, 6 miles northeast of Buffalo Niagara International Airport, were it was scheduled to land. Preliminary evidence suggests the crew selected the landing gear down and set the flaps 15 degrees. Immediately after selecting the flaps the stick shaker activated. The captain then pulled on the controls, slowing the airplane even further causing the plane to stall.
596;01/01/1998;13;Équateur;Quito;-0.214945;-78.5132;Cubana de Aviacion;-0.214945;-78.5132;-2.183333;-79.883333;Tupolev TU-154M;91;70;The aircraft crashed and burned during takeoff from Quito. The crew tried and failed twice to take off. On the third attempt, the plane struggled to gain altitude, rising a few feet, but settled back to earth plowing past the end of the runway and crashing into an auto body shop and coming to rest in a soccer field. The accident was caused by the late decision of the crew to abort the takeoff.
597;01/01/1984;11;Équateur;Quito;-0.214945;-78.5132;AECA Cargo;-0.214945;-78.5132;-2.183333;-79.883333;McDonnell Douglas DC-8F-55;4;4;While taking off, the cargo plane was unable to gain altitude and crashed into buildings at the end of the runway. Improper calculation of center of gravity, load distribution and maximum takeoff weight for existing runway and weather conditions.
598;01/01/1960;2;États-Unis;Wilmington;34.223333;-77.912222;National Airlines;40.7130466;-74.0072301;25.775084;-80.194702;Douglas DC-6B;34;34;The plane disintegrated in flight at 18,000 feet and crashed 1.5 miles northwest of Bolivia, North Carolina. Detonation of a dynamite bomb by means of dry cell batteries, in the vicinity of row 7, in the passenger cabin. The plane continued to fly for a short time after which the fuselage came apart and the plane crashed in a ball of flames. Julian Frank, who had purchased 1 million dollars in insurance, was suspected of committing suicide by detonating the bomb in his lap or under his seat. There is a possibility Frank may have been an unwitting bomb carrier and that this bombing has something to do with the National Airlines crash of November, 16, 1959. No one was charged in either case.
599;01/01/1987;19;États-Unis;Wilmington;34.223333;-77.912222;Air;39.745833;-75.546667;34.627222;-79.011944;Swearingen SA-26TC Metro II;2;2;The cargo plane lost the No. 2 engine while taking off and crashed into trees and caught fire. Poor in-flight planning. Emergency procedures not followed. The right engine did not have the latest welding process and failed causing a uncontained turbine failure.
600;01/01/2003;8;Pérou;Chachapoyas;-6.229165;-77.872497;TANS Airlines;-6.762961;-79.836614;-6.229165;-77.8724965;Fokker 28 Fellowship 1000;46;46;The aircraft crashed into 11,500 ft. Coloque mountain at an altitude of 7,550 ft., about 30 minutes after leaving Chiclayo and three minutes from landing at Chachapoyas. Controlled flight into terrain. Crew did not follow standard procedures. Lack of communication between the crew.
601;01/01/1975;19;États-Unis;State College;40.791389;-77.858611;Quakertown Aviation;40.318276;-79.3810823;40.791389;-77.858611;NA Rockwell 112;4;4;Collided with mountain at 1,500 ft. while attempting to land. Misjudged altitude and clearance.
602;01/01/1963;15;États-Unis;Rochester;43.165556;-77.611389;Mohawk Airlines;43.165556;-77.611389;40.72422;-74.172574;Martin 404;43;7;The pilot lost control of the aircraft while attempting to take off in a thunderstorm and crashed. Poor decision by pilot-in-command to take off during a severe thunderstorm.
603;01/01/1964;18;États-Unis;Richmond;37.540759;-77.433932;Eastern Air Lines;40.7130466;-74.0072301;37.540759;-77.433932;Douglas DC-7B;76;0;Landed 17 feet short of the runway threshold, tore off the landing gear, slid and caught fire. Pilot misjudged altitude and distance and undershot during landing.
604;01/01/1961;21;États-Unis;Richmond;37.540759;-77.433932;Imperial Airways;39.283333;-76.616667;34.009286;-81.037094;Lockheed C-69 Constellation;79;77;Flown under a military contract, several procedural errors by the crew caused the loss of 2 engines. After several more errors, the aircraft crashed into a wooded area. Most deaths from post-impact fire and CO. Lack of command coordination and decision, faulty judgement and insufficient knowledge that led to an emergency situation. In addition there were faulty maintenance procedures. The carrier's license was revoked 6 weeks after the crash.
605;01/01/1946;1;États-Unis;Richmond;37.540759;-77.433932;Viking Air Transport;37.540759;-77.433932;33.748547;-84.391502;Douglas DC-3;27;27;Engine trouble after takeoff forced the crew to return to Richmond. While the crew was attempting to land a second time, an engine was shut down because it was running rough. The pilot apparently shut down the wrong engine. The plane stalled and crashed to earth, nose first. Inability of the crew to maintain adequate control of the aircraft to effect an emergency single-engine instrument approach under adverse weather conditions.
606;01/01/2003;15;Bahamas;Treasure Cay;26.67611;-77.29333;Air Sunshine;26.1241631;-80.1435862;26.67611;-77.29333;Cessna 402C;10;2;Twenty miles west of its destination, at an altitude of 3,500 ft., the right engine began coming apart and throwing parts out of the cowling. Although the right engine was feathered, flaps and gear retracted and full power applied t the left engine, the plane could not maintain altitude and the pilot ditched the aircraft 15 miles from its destination. All passengers and the pilot were able to exit from the plane before it sank but 2 passengers subsequently died. The in-flight failure of the right engine and the pilot's failure to adequately manage the airplane's performance after the engine failed. The right engine failure resulted for inadequate maintenance that was performed by Air Sunshine's maintenance personnel during undocumented maintenance. Contributing to the passenger fatalities was the pilot's failure to provide an emergency briefing after the right engine failed.
607;01/01/1959;9;États-Unis;Williamsport;41.241489;-77.04192;Allegheny Airlines;40.269722;-76.875556;41.241489;-77.04192;Martin 202;26;25;Crashed into Bald Eagle Mountain,13 miles south of Williamsport, while on an ILS approach to Williamsport. Probable accidental caging of the fluxgate compass leading to a erroneous heading indication. Captain's failure to execute a timely abandoned approach. There was one passenger who survived.
608;01/01/1962;3;Pérou;Lima;-12.043333;-77.028333;Varig;-30.027679;-51.2286404;-12.043333;-77.028333;Boeing B-707-441;97;97;After initiating an overshoot procedure, at the suggestion of the control tower, because it was too high, the aircraft proceded to start another approach when it crashed into La Cruz Peak. Possible misinterpretation of navigation instruments.
609;01/01/1988;14;Équateur;Nueva Loja;0.081315;-76.889467;TAME Ecuador;0.0813148;-76.8894674;-0.214945;-78.5132;Lockheed L-188A Electra;7;7;The positioning flight took off with one bad engine. Another engine failed and the plane crashed and burst into flames.
610;01/01/1949;7;États-Unis;Brandywine;38.699562;-76.847044;Coastal Cargo;35.780556;-78.638889;42.358056;-71.063611;Douglas C-47A;2;2;Cargo plane. The loss of control of the aircraft which resulted from an icing condition, turbulence, and lack of alertness on the part of the crew. As a result, the aircraft spun, and during the spins, or attempted recovery from the spins, severe airloads were encountered which failed the left horizontal stabilizer and the elevators.
611;01/01/1997;18;États-Unis;Edenton;36.06093;-76.608265;Tar Heel Aviation;35.9087641;-75.6759708;36.06093;-76.608265;Cessna 208B Grand Caravan;2;2;While on approach the plane struck power lines and came to rest in shallow water. The pilot's continued VFR flight into instrument meteorological conditions. Factors in this accident were
612;01/01/1998;17;États-Unis;Edgewater;38.924336;-76.546702;Private;31.168992;-81.50248;33.748547;-84.391502;Burgess RV-6 experimental;1;1;The homebuilt plane was attempting to land at Lee Airport in Maryland when it crashed into Beard's Creek. coming to rest inverted in 18 feet of water. Actor, William Gardner Knight, 56, who was piloting the aircraft was killed. The pilot's failure to maintain adequate altitude/clearance from the trees. Contributing to the accident was the pilot's unfamiliarity with the geographilocation and dark night conditions.
613;01/01/2001;5;États-Unis;Ithaca;42.468766;-76.485676;Ameristar Jet Charter;42.468766;-76.485676;42.245833;-84.401389;Learjet 25;2;2;Shortly after taking off the cargo plane crashed into a wooded area about one-half mile from the runway. The pilot's failure to maintain a proper climb rate while taking off at night, which was a result of spatial disorientation. Factors in the accident were the low visibility and cloud conditions, and the dark night.
614;01/01/1948;12;États-Unis;Mount Carmel;40.797131;-76.411779;United Air Lines;41.883229;-87.632398;40.7130466;-74.0072301;Douglas DC-6;43;43;The plane crashed after an in-flight fire in cargo hold. The crew discharged carbon dioxide extinguishers into the cargo hold in response to the fire warning. When the plane's nose was lowered for an emergency descent, the carbon dioxide, being heavier than air, accumulated in the cockpit and asphyxiated the crew. The aircraft crashed through high voltage lines and exploded on a hillside. After the crashes of 10/24/47 and 11/11/47, were a design flaw allowed vented fuel to enter the intake for the cabin heating system, the CAA also ordered carbon dioxide extinguishers installed. Earl Carroll, U.S. theatrical impresario killed. Douglas aircraft company knew of the carbon dioxide danger after two of its test pilots were almost overcome during test flights. They suppressed reports to the CAA which resulted in only a warning being added to the flight manual. The aircraft was named Mainliner Utah.
615;01/01/1998;21;Pérou;Andoas;-2.9025;-76.4025;Fuerza A‚àö¬©rea del Peru;-3.7491508;-73.2594357;-2.9025;-76.4025;Boeing B-737-282;88;75;The aircraft was chartered by the Los Angeles-based Occidental Petroleum Corporation. The plane crashed in light rain, while on final approach, in a swampy area, three miles short of Andoas. There were reports of a lightning flash preceding the accident.
616;01/01/1959;16;États-Unis;Comté de Chase;39.340864;-76.39806;Capital Airlines;40.7130466;-74.0072301;33.748547;-84.391502;Vickers Viscount 745D;31;31;Disintegrated in-flight due to severe turbulence after penetrating a thunderstorm. Icing. A farmhand observed a large chuck of ice fall from the plane seconds before the crash. A second plane crash involving Capital Airlines occurred at Charleston, WV on this same day.
617;01/01/1995;21;Colombie;Buga;3.9;-76.3;American Airlines;25.775084;-80.194702;3.420556;-76.522222;Boeing B-757-223;164;160;While on a flight from Miami, FL to Cali, Columbia the aircraft crashed into Mt. El Deluvio 38 miles north of Cali while attempting to land. On approach, the crew was requested to report over Tulua VOR which they already passed. This confused them and they decided to go direct to Rozo beacon. Entering the abbreviation 'R', incorrectly steered the plane towards Bogota. More than a minute into the turn the crew steered manually toward Cali, but this now took them into the path of a mountain. Crew error. Lack of situational awareness, failure to adequately plan and execute the approach, failure to realize that the FMS had turned the aircraft toward mountains. Crew also neglected to retract the speed brakes after the Ground Proximity Warning System alert. Lack of adequate radar. Different Flight Management System naming convention from that published in navigational charts.
618;01/01/1985;10;Colombie;Buga;3.9;-76.3;AIRES Colombia;1.613889;-75.612778;3.420556;-76.522222;Embraer 110P1 Bandeirante;17;17;The aircraft crashed into a mountain at 8,500 ft. while descending to land at Buga. Continued VFR flight into deteriorating weather conditions.
619;01/01/1947;17;États-Unis;Port Deposit;39.610833;-76.100278;Eastern Air Lines;40.72422;-74.172574;39.283333;-76.616667;Douglas C-54B-15-DO;53;53;While on approach to Baltimore at 4,000 ft., the plane suddenly went into a nose dive, inverted and crashed. Possible problems with the elevator. The official cause was never determined.
620;01/01/1970;0;Royaume-Uni;Cambridge;38.56177;-76.076001;East Coast Air;40.852999;-74.060355;38.56177;-76.076001;Piper PA-32;3;3;Collided with trees while attempting to land in fog. Either misread or failed to read instruments correctly.
621;01/01/1962;10;Pérou;Tingo María;-9.296669;-75.998619;Faucett;-9.9269326;-76.2422186;-8.383333;-74.55;Douglas DC-3;18;18;While flying at FL 150, the pilot radioed he was returning to Huanuco because of bad weather. Soon after, the plane was seen spiraling towards the ground and witnesses heard the engines accelerate before the aircraft hit a hill. Separation of the left elevator in flight.
622;01/01/1972;10;Colombie;Betania;5.74579;-75.97677;SATENA;6.230833;-75.590556;3.8776163;-77.0073647;Douglas C-47;39;39;The aircraft struck a mountain in rain and thunderstorms operating as a non-scheduled passenger airliner run by the military.
623;01/01/1990;1;Cuba;Santiago de Cuba;20.025017;-75.821326;Cubana de Aviacion;21.383889;-77.9075;20.0250167;-75.8213257;Yakovlev YAK-40;31;11;Struck the ground 2.5 miles short of the runway at a high rate of speed in rain and reduced visibility. Pilot error. Continuing VFR flight in IFR conditions.
624;01/01/1966;8;Pérou;Tomas District;-12.238047;-75.744728;LANSA;-12.043333;-77.028333;-13.525;-71.972222;Lockheed 749A Constellation;49;49;Crashed into 12,600 ft. Mt. Talsula. Pilot error. Incorrectly selected the route. Incorrectly calculated the climb performance of the aircraft in relation to its total weight of takeoff. Underestimated the elevation of peaks he had to clear along the route.
625;01/01/1944;13;Cuba;Antilla;20.832993;-75.735739;Pan American World Airways;20.8329933;-75.735739;25.775084;-80.194702;Sikorsky S-42 (flying boat);31;17;Crashed during the third attempt to lift from the water and sank into the ocean. Loss of control due to the captain's inexperience in handling the particular type of aircraft. The aircraft was named 'Hong Kong Clipper.'
626;01/01/1982;22;États-Unis;Douglassville;40.257222;-75.726389;Air Taxi;39.95;-75.166667;40.249722;-75.640278;Piper PA-32-260;5;3;The pilot made an approach at Douglassville to the missed approach point where the pilot lost sight of the beacon. He began to make a missed approach. When the pilot advanced the throttle no increased engine noise was heard. The plane continued to lose speed until it crashed into trees at 440 Ft. MSL. For reasons undetermined.
627;01/01/1936;20;États-Unis;New Milford;41.85;-75.700278;Eastern Air Lines;25.775084;-80.194702;32.783061;-79.934441;Douglas DC-2-112;14;14;Crashed into trees in poor weather while attempting to land at Newark. Error on the part of the pilot for attempting to get down under the overcast without first definitely proving his position. Improper dispatching for clearing the flight into an area of predicted bad weather, particularly when the area cleared through did not permit a safe return, and staticonditions encountered which rendered reception of the radio range signals over the airplane's range receivers unintelligible.
628;01/01/2002;1;États-Unis;Manteo;35.908764;-75.675971;Telford Aviation;36.3022029;-76.2232287;35.9087641;-75.6759708;Cessna 208B Caravan I;1;1;On a positioning flight, while on approach, the plane crashed into Croatan Sound. The pilot's continued descent below the minimum descent altitude, for undetermined reasons, while performing a NDB approach, resulting in the airplane crashing into water 1.5 miles from the airport. A factor in the accident was a cloud ceiling below the minimum descent altitude and low visibility.
629;01/01/1993;15;Colombie;Medellín;6.230833;-75.590556;SAM Colombia;8.9673;-79.5339;6.230833;-75.590556;Boeing B-727-46;132;132;The plane hit Mt. Paramo Frontino at 12,300 ft. while on approach to Maria Cordova Airport. Errors by the crew and the ATC. The aircraft descended into mountainous terrain before actually reaching the Abejorral NDB beacon. The VOR/DME had been sabotaged by terrorists and not in service.
630;01/01/1947;8;Colombie;Medellín;6.230833;-75.590556;TACA;6.230833;-75.590556;9.909576;-84.05406;Lockheed 18 Lodestar;8;8;Crashed shortly after taking off.
631;01/01/1996;10;Colombie;Medellín;6.230833;-75.590556;ACES Colombia;6.230833;-75.590556;6.216667;-77.4;de Havilland Canada DHC-6 Twin Otter 300;15;14;The aircraft crashed into a mountain 5 minutes after takeoff. The plane stalled while trying to clear a mountain. Overloaded.
632;01/01/2001;10;Colombie;Medellín;6.230833;-75.590556;Heliandes;6.230833;-75.590556;5.692222;-76.658056;Let 410UVP-E;16;16;The aircraft crashed into El Silencio de El manzanillo mountain at 7,800 ft., 3 minutes after taking off in heavy rain and poor visibility from Medellin Airport.
633;01/01/1983;15;Colombie;Medellín;6.230833;-75.590556;TAMPA Colombia;6.230833;-75.590556;25.775084;-80.194702;Boeing 707-373C;3;3;After liftoff, the aircraft entered a 90 degree bank, struck power lines and crashed into buildings. Failure of the No.3 engine during a climb out with the No.4 engine operating at idle.
634;01/01/1975;22;Colombie;Medellín;6.230833;-75.590556;Aerocondor;6.230833;-75.590556;25.775084;-80.194702;Canadair CL-44;5;5;Minutes after taking off in a rainstorm the right wing struck a tree. The crew lost control of the plane and crashed.
635;01/01/2004;7;Colombie;Medellín;6.230833;-75.590556;Aerovanguardia;4.15;-73.633333;6.230833;-75.590556;Douglas DC-3C;3;3;During descent in poor weather, the cargo plane struck a mountain the airport.
636;01/01/1971;22;États-Unis;Comté de Bath;40.726667;-75.390278;Monmouth Airways;40.70374;-73.799138;40.6027532;-75.4697592;Beechcraft B99;8;4;Collided with trees while attempting to land. Improper IFR operation. Descended below MDA. Pilot fatigue.
637;01/01/1981;21;États-Unis;Mount Pocono;41.122241;-75.357047;Moyer Aviation;45.657222;-68.710278;41.122241;-75.357047;Piper PA-32;4;4;Collided with trees on final approach. Improper IFR operation. Failed to follow approved procedures.
638;01/01/2007;17;Pérou;Pampa Hermosa District, Ucayali;-7.197306;-75.294133;Military;-3.7491508;-73.2594357;-8.383333;-74.55;de Havilland Canada DHC-6 Twin Otter 300;20;13;Crashed into dense jungle shortly after taking off from Pampa Hermosa. The plane hit a hill and split in two.
639;01/01/1950;23;Royaume-Uni;York;43.102045;-75.229997;Ansett ANA;51.2365;-0.5703;-37.813611;144.963056;Douglas DC-4-1009;29;29;The airliner experienced trouble with all four engines. The crew attempted to return to Guildford but in the dark, while in a 15 degree turn to port, the aircraft barely cleared a ridge line, struck a tree 30 feet off the ground and ploughed into a downward slope shredding itself and contents into small pieces. The aircraft was named 'Amana.'
